postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
AB31 4,SHEPD,"HV,LV,PSI",3,97,6.89
BA22 8,SEPD,"HV,PSI",2,277,6.85
RG12 8,SEPD,"HV,PSI",2,144,6.82
PO20 7,SEPD,"LV,PSI",4,116,6.75
SP4 6,SEPD,"LV,PSI",3,34,6.75
RG6 3,SEPD,"LV,PSI",2,93,6.71
SN2 7,SEPD,LV,2,8,6.68
SN13 0,SEPD,"LV,PSI",4,38,6.57
PO14 1,SEPD,PSI,1,24,6.54
PO15 5,SEPD,PSI,1,24,6.54
BH12 3,SEPD,PSI,1,32,6.48
SO41 0,SEPD,PSI,1,9,6.48
PO18 8,SEPD,HV,2,229,6.45
BA20 1,SEPD,LV,1,43,6.45
BA21 4,SEPD,LV,1,43,6.45
GU30 7,SEPD,"HV,LV,PSI",4,29,6.44
SN1 2,SEPD,"LV,PSI",2,11,6.44
RG24 9,SEPD,"LV,PSI",3,49,6.37
AB15 9,SHEPD,"HV,LV,PSI",4,5224,6.31
DD11 4,SHEPD,PSI,2,15,6.3
TW16 5,SEPD,LV,1,10,6.26
SN5 0,SEPD,"LV,PSI",2,40,6.2
BH24 3,SEPD,PSI,2,10,6.16
SO16 9,SEPD,PSI,1,14,6.15
DD9 6,SHEPD,HV,4,1202,6.14
PA20 9,SHEPD,PSI,1,148,6.1
BH19 1,SEPD,LV,2,31,6.07
BA9 9,SEPD,PSI,2,275,6.05
PO30 4,SEPD,PSI,2,52,6.05
PO30 5,SEPD,PSI,2,52,6.05
IV10 8,SHEPD,PSI,1,13,6.05
SN1 4,SEPD,PSI,1,102,6.03
SP7 0,SEPD,PSI,1,140,6.03
AB38 9,SHEPD,PSI,3,63,5.94
AB54 7,SHEPD,PSI,2,65,5.94
BA4 4,SEPD,PSI,1,27,5.85
RG6 4,SEPD,LV,1,49,5.85
SN14 6,SEPD,PSI,1,3,5.85
DD3 9,SHEPD,LV,1,19,5.82
BH9 2,SEPD,LV,2,36,5.79
AB30 1,SHEPD,"HV,LV",2,15,5.78
DT4 8,SEPD,"HV,LV",2,312,5.76
SO18 5,SEPD,LV,2,30,5.76
IV20 1,SHEPD,HV,2,215,5.75
PH35 4,SHEPD,PSI,2,21,5.75
UB5 4,SEPD,LV,1,44,5.75
DD11 3,SHEPD,"LV,PSI",3,63,5.72
OX9 2,SEPD,PSI,1,35,5.7
SO18 3,SEPD,LV,1,16,5.7
SP30 3,SEPD,LV,1,16,5.7
SO31 1,SEPD,"LV,PSI",3,28,5.67
SO31 7,SEPD,PSI,1,8,5.67
AB43 6,SHEPD,PSI,3,129,5.58
DD2 3,SHEPD,"LV,PSI",3,214,5.58
RG40 3,SEPD,"LV,PSI",2,70,5.58
SO42 7,SEPD,"HV,PSI",2,187,5.58
PH13 9,SHEPD,PSI,1,4,5.58
PH14 9,SHEPD,PSI,1,4,5.58
SO40 4,SEPD,PSI,1,50,5.58
PH15 2,SHEPD,"HV,PSI",3,176,5.55
AB21 0,SHEPD,PSI,2,50,5.55
AB21 7,SHEPD,PSI,1,41,5.55
GL7 1,SEPD,PSI,1,89,5.55
GU35 0,SEPD,PSI,1,28,5.55
KW3 6,SHEPD,PSI,1,36,5.55
RG20 6,SEPD,PSI,1,40,5.55
GL54 3,SEPD,HV,2,54,5.53
SO51 6,SEPD,PSI,4,52,5.46
GU28 0,SEPD,"LV,PSI",2,125,5.46
AB43 8,SHEPD,PSI,3,52,5.41
BH8 0,SEPD,"HV,LV,PSI",3,74,5.41
SO41 8,SEPD,"LV,PSI",2,20,5.41
BH7 7,SEPD,PSI,1,31,5.41
PA47 7,SHEPD,PSI,1,13,5.41
SL9 8,SEPD,PSI,1,17,5.41
PH1 4,SHEPD,"HV,PSI",2,30,5.39
BH13 7,SEPD,PSI,4,93,5.36
RG12 7,SEPD,LV,3,48,5.29
BH21 2,SEPD,"HV,LV",3,1585,5.28
HS3 3,SHEPD,"HV,LV",2,43,5.2
PO31 8,SEPD,LV,1,19,5.18
SN16 0,SEPD,PSI,1,3,5.16
SO16 7,SEPD,PSI,1,24,5.16
DD3 6,SHEPD,LV,2,4,5.14
PA31 8,SHEPD,"HV,LV",3,42,5.06
RG8 8,SEPD,"HV,LV,PSI",5,93,5.0
OX12 7,SEPD,"LV,PSI",2,55,5.0
AB31 5,SHEPD,HV,2,5184,4.94
BA11 3,SEPD,"HV,LV",3,106,4.89
GU10 3,SEPD,"LV,PSI",2,467,4.88
RH14 9,SEPD,"HV,LV",3,83,4.87
W4 5,SEPD,LV,1,42,4.78
PH2 9,SHEPD,PSI,2,21,4.76
OX18 4,SEPD,LV,1,17,4.73
GU29 9,SEPD,LV,1,33,4.69
AB54 6,SHEPD,PSI,2,15,4.62
AB16 5,SHEPD,PSI,3,30,4.58
IV30 1,SHEPD,"HV,LV",2,45,4.57
RG22 4,SEPD,LV,1,26,4.57
GU14 7,SEPD,LV,1,18,4.53
DD4 8,SHEPD,LV,1,15,4.5
AB51 4,SHEPD,"LV,PSI",4,83,4.49
RG42 3,SEPD,"LV,PSI",2,170,4.49
SN6 8,SEPD,"HV,PSI",2,147,4.49
RG9 5,SEPD,PSI,1,46,4.49
PO11 0,SEPD,"LV,PSI",4,25,4.46
ZE1 0,SHEPD,LV,1,9,4.43
GL7 7,SEPD,"HV,PSI",2,176,4.39
SO50 4,SEPD,"LV,PSI",2,78,4.39
OX29 8,SEPD,PSI,1,157,4.39
SP7 9,SEPD,PSI,1,14,4.39
DT4 0,SEPD,HV,1,278,4.37
IV1 3,SHEPD,PSI,1,18,4.37
RG1 2,SEPD,LV,4,126,4.32
DD5 3,SHEPD,LV,5,83,4.31
SO20 8,SEPD,"LV,PSI",2,47,4.31
SO16 2,SEPD,LV,1,44,4.31
SO16 3,SEPD,LV,1,44,4.31
OX10 7,SEPD,"HV,LV,PSI",3,5144,4.3
DD10 0,SHEPD,HV,1,12,4.27
BH15 2,SEPD,LV,2,51,4.25
PO15 6,SEPD,"LV,PSI",2,79,4.24
IV17 0,SHEPD,PSI,1,27,4.24
PA38 4,SHEPD,PSI,1,36,4.24
OX49 5,SEPD,"HV,PSI",4,359,4.23
GU20 6,SEPD,LV,3,36,4.18
PA32 8,SHEPD,"HV,PSI",2,89,4.15
SL4 4,SEPD,"HV,LV,PSI",3,176,4.11
SL5 7,SEPD,LV,1,8,4.1
SL5 8,SEPD,LV,1,8,4.1
OX26 6,SEPD,LV,1,10,4.07
PO33 3,SEPD,LV,1,17,3.93
PA37 1,SHEPD,"LV,PSI",3,161,3.9
BH21 7,SEPD,LV,1,27,3.9
BA13 4,SEPD,PSI,2,8,3.86
TW19 5,SEPD,PSI,1,3,3.8
GU16 7,SEPD,"LV,PSI",2,468,3.78
HP14 3,SEPD,"HV,PSI",2,1289,3.72
OX28 4,SEPD,PSI,1,59,3.72
PO7 8,SEPD,LV,1,23,3.72
SL5 9,SEPD,PSI,1,20,3.72
SN15 4,SEPD,PSI,1,5,3.72
SO30 2,SEPD,PSI,1,69,3.72
RG17 9,SEPD,LV,1,28,3.71
BH15 1,SEPD,"HV,LV",3,8175,3.69
RG9 6,SEPD,"HV,LV,PSI",3,364,3.65
TW4 6,SEPD,LV,1,5,3.64
DT2 7,SEPD,HV,3,187,3.6
PO2 7,SEPD,LV,3,73,3.6
PO4 0,SEPD,LV,1,7,3.6
RG2 9,SEPD,LV,1,10,3.6
BH21 1,SEPD,"HV,LV",5,1633,3.58
AB10 6,SHEPD,LV,3,105,3.55
RG12 2,SEPD,LV,3,27,3.48
BH23 5,SEPD,LV,1,14,3.48
PO22 9,SEPD,LV,1,14,3.42
AB35 5,SHEPD,PSI,2,30,3.38
DD2 5,SHEPD,"LV,PSI",2,9,3.38
BA22 9,SEPD,PSI,1,20,3.38
RG23 8,SEPD,PSI,1,7,3.38
RG27 8,SEPD,HV,1,50,3.37
IV19 1,SHEPD,PSI,1,22,3.35
SP11 0,SEPD,PSI,1,34,3.33
UB8 2,SEPD,"HV,LV",2,190,3.26
SO21 3,SEPD,PSI,2,77,3.25
RG4 7,SEPD,LV,1,14,3.2
RG4 9,SEPD,LV,1,14,3.2
BH19 3,SEPD,"HV,LV",3,8192,3.17
PO9 4,SEPD,LV,2,26,3.12
SN10 1,SEPD,LV,2,30,3.06
SN10 5,SEPD,LV,2,30,3.06
SL7 3,SEPD,"LV,PSI",2,93,3.05
SL9 0,SEPD,"LV,PSI",2,57,2.96
BH14 8,SEPD,PSI,1,49,2.96
SP2 7,SEPD,PSI,1,4,2.96
HS6 5,SHEPD,"LV,PSI",3,25,2.95
SN12 7,SEPD,HV,1,68,2.92
RG18 3,SEPD,LV,1,14,2.88
RG10 0,SEPD,HV,1,173,2.87
SL2 3,SEPD,PSI,1,50,2.86
PH1 3,SHEPD,"HV,PSI",2,5,2.85
UB3 5,SEPD,LV,1,14,2.81
SP11 8,SEPD,PSI,1,22,2.8
SP4 0,SEPD,PSI,1,22,2.8
BA15 1,SEPD,PSI,1,4,2.69
FK9 4,SHEPD,"HV,PSI",2,39,2.68
AB56 4,SHEPD,PSI,1,4,2.64
EH52 6,SHEPD,LV,1,23,2.64
PH31 4,SHEPD,PSI,1,3,2.64
SN25 2,SEPD,PSI,1,31,2.64
RH20 1,SEPD,HV,2,417,2.63
AB53 4,SHEPD,PSI,1,10,2.63
SN10 3,SEPD,PSI,1,107,2.63
SP1 3,SEPD,"LV,PSI",2,52,2.57
SP1 1,SEPD,PSI,1,43,2.57
AB14 0,SHEPD,"HV,LV",3,5152,2.52
RG42 6,SEPD,HV,1,35,2.49
OX3 0,SEPD,LV,4,82,2.42
UB7 0,SEPD,LV,1,14,2.42
SO14 1,SEPD,LV,2,12,2.41
SO14 3,SEPD,LV,2,12,2.41
DD5 4,SHEPD,LV,1,13,2.4
AB51 3,SHEPD,LV,2,12,2.39
IV30 4,SHEPD,LV,1,19,2.35
PO18 0,SEPD,"HV,LV",3,12,2.33
PH50 4,SHEPD,LV,1,3,2.33
HP12 4,SEPD,LV,2,33,2.31
BA21 3,SEPD,PSI,1,28,2.26
SP5 2,SEPD,PSI,1,25,2.26
DT11 9,SEPD,PSI,1,4,2.25
OX28 1,SEPD,PSI,2,20,2.22
IV30 5,SHEPD,HV,1,26,2.22
W3 0,SEPD,LV,1,7,2.22
SN15 2,SEPD,"HV,PSI",3,91,2.2
HS8 5,SHEPD,"LV,PSI",2,32,2.2
KW14 7,SHEPD,"LV,PSI",2,8,2.2
W13 8,SEPD,LV,2,21,2.2
HP10 0,SEPD,HV,1,1077,2.2
PO9 5,SEPD,LV,1,10,2.2
RG20 8,SEPD,PSI,1,110,2.2
SL8 5,SEPD,HV,1,1077,2.2
GU15 1,SEPD,"HV,LV",3,57,2.19
GU16 9,SEPD,"HV,LV",2,47,2.19
PO35 5,SEPD,LV,1,25,2.19
SO41 9,SEPD,LV,1,7,2.04
KA28 0,SHEPD,"LV,PSI",2,36,2.03
RG1 7,SEPD,"LV,PSI",2,51,2.03
PA44 7,SHEPD,PSI,1,8,2.03
BH22 0,SEPD,LV,1,31,2.02
DT9 3,SEPD,LV,1,40,2.0
DT9 4,SEPD,LV,1,40,2.0
SL1 6,SEPD,HV,1,49,2.0
SL1 7,SEPD,HV,1,49,2.0
SO50 5,SEPD,"HV,LV",3,2507,1.96
GU9 7,SEPD,LV,1,21,1.96
AB45 3,SHEPD,"HV,PSI",2,23,1.95
BH23 1,SEPD,"LV,PSI",2,71,1.95
RG25 2,SEPD,"HV,PSI",2,70,1.95
AB45 2,SHEPD,PSI,1,14,1.95
BA11 6,SEPD,PSI,1,5,1.95
BH18 8,SEPD,PSI,1,48,1.95
BH24 4,SEPD,PSI,1,9,1.95
HS1 2,SHEPD,PSI,1,123,1.95
IV12 5,SHEPD,PSI,1,115,1.95
IV36 0,SHEPD,PSI,1,115,1.95
OX7 6,SEPD,PSI,1,16,1.95
PH12 8,SHEPD,PSI,1,3,1.95
RG21 4,SEPD,PSI,1,40,1.95
SL7 2,SEPD,PSI,1,51,1.95
RG26 4,SEPD,LV,1,8,1.94
GU16 6,SEPD,"LV,PSI",3,167,1.91
BH3 7,SEPD,LV,1,26,1.85
RG31 5,SEPD,LV,2,9,1.8
IV21 2,SHEPD,HV,2,141,1.77
SO23 0,SEPD,LV,2,138,1.73
SO23 9,SEPD,LV,2,138,1.73
OX39 4,SEPD,HV,1,8,1.73
UB3 4,SEPD,LV,1,30,1.73
SP7 8,SEPD,PSI,1,22,1.72
DT2 8,SEPD,"HV,PSI",3,1644,1.7
PH2 6,SHEPD,PSI,1,4,1.7
SL6 4,SEPD,LV,1,15,1.7
UB1 2,SEPD,LV,1,27,1.69
PH34 4,SHEPD,PSI,2,4,1.67
PO34 5,SEPD,LV,3,40,1.66
RG9 1,SEPD,LV,1,18,1.63
OX11 0,SEPD,HV,2,5387,1.58
RG20 7,SEPD,HV,1,275,1.58
HP9 1,SEPD,LV,1,12,1.56
OX4 6,SEPD,PSI,1,7,1.56
SN7 8,SEPD,LV,1,7,1.55
UB10 9,SEPD,LV,1,24,1.53
GU7 1,SEPD,"LV,PSI",2,64,1.52
IV2 5,SHEPD,"LV,PSI",2,32,1.52
GU7 2,SEPD,PSI,1,12,1.52
KW1 5,SHEPD,PSI,1,3,1.52
UB9 6,SEPD,HV,2,1675,1.51
WD3 1,SEPD,HV,2,1675,1.51
OX15 0,SEPD,LV,1,7,1.51
WD3 8,SEPD,HV,1,162,1.51
BH23 3,SEPD,LV,2,44,1.5
PA23 9,SHEPD,PSI,1,22,1.48
RG31 6,SEPD,LV,2,18,1.47
RG1 4,SEPD,LV,1,6,1.45
SO22 5,SEPD,LV,1,13,1.44
AB31 6,SHEPD,"HV,PSI",5,136,1.43
PH10 7,SHEPD,PSI,1,40,1.43
RG10 8,SEPD,PSI,2,71,1.42
PO16 8,SEPD,HV,1,53,1.39
GU29 0,SEPD,"HV,PSI",2,180,1.38
PO8 9,SEPD,"LV,PSI",2,17,1.38
GU31 5,SEPD,HV,1,143,1.38
PO14 3,SEPD,LV,1,11,1.38
BH8 8,SEPD,PSI,1,23,1.34
RG20 0,SEPD,PSI,1,8,1.34
BA13 3,SEPD,PSI,1,31,1.31
SN25 4,SEPD,LV,2,46,1.29
SP2 0,SEPD,LV,1,8,1.28
SN3 4,SEPD,"HV,LV",4,191,1.24
HP10 8,SEPD,"HV,PSI",2,1096,1.21
PH25 3,SHEPD,"LV,PSI",2,19,1.21
PA21 2,SHEPD,PSI,1,6,1.21
OX5 1,SEPD,LV,1,18,1.16
SP3 6,SEPD,PSI,1,25,1.16
W13 9,SEPD,LV,1,15,1.16
SN8 4,SEPD,PSI,1,27,1.14
HP13 5,SEPD,LV,2,93,1.13
DD9 7,SHEPD,"HV,PSI",4,1163,1.1
AB42 0,SHEPD,HV,1,31,1.1
RG6 7,SEPD,LV,1,7,1.1
RG14 7,SEPD,LV,1,7,1.08
SO31 8,SEPD,HV,2,2486,1.06
SO50 2,SEPD,HV,2,2486,1.06
PO19 6,SEPD,LV,1,10,1.06
SL1 1,SEPD,LV,1,19,1.02
SO41 6,SEPD,"HV,LV",3,145,1.01
W4 2,SEPD,LV,2,56,0.98
GU34 2,SEPD,"LV,PSI",2,71,0.97
G63 0,SHEPD,PSI,1,44,0.97
GU11 2,SEPD,HV,1,12,0.97
PO19 1,SEPD,LV,1,6,0.97
IV25 3,SHEPD,LV,1,3,0.96
KW16 3,SHEPD,HV,3,59,0.93
SL6 0,SEPD,HV,2,1678,0.92
PO20 3,SEPD,LV,1,11,0.92
SL6 8,SEPD,HV,1,601,0.92
RG14 5,SEPD,LV,1,22,0.9
