postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
GU8 4EA,SEPD,"PSI,LV",3,"251314,252255,TN3543",89,2026-06-05T08:33:42Z,2026-06-30T12:23:24Z,608.54
GU7 1TY,SEPD,"PSI,LV",2,"251314,TN3543",45,2026-06-05T08:33:42Z,2026-06-30T12:23:24Z,603.83
GU7 1XA,SEPD,"PSI,LV",2,"251314,TN3543",45,2026-06-05T08:33:42Z,2026-06-30T12:23:24Z,603.83
GU7 1XG,SEPD,PSI,1,251314,36,2026-06-05T08:33:42Z,2026-06-30T12:23:24Z,603.83
RG26 5EU,SEPD,PSI,1,251074,2,2026-06-01T00:00:00Z,2026-06-13T21:43:08Z,309.72
RG26 5HA,SEPD,PSI,1,251074,2,2026-06-01T00:00:00Z,2026-06-13T21:43:08Z,309.72
SL2 5BD,SEPD,LV,2,"TJ5002,TN0374",86,2026-06-11T13:45:45Z,2026-06-29T12:05:24Z,85.48
UB9 5GA,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5GB,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5GD,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5GE,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5GF,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5GG,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5GH,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5LB,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5LD,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5LG,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5LH,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5LJ,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
UB9 5LW,SEPD,LV,5,"TK8575,TM2968,TM5936,TN1316,TN2402",275,2026-06-22T23:14:55Z,2026-06-30T01:53:32Z,85.06
SN26 7BJ,SEPD,"PSI,LV",4,"252482,TH8976,TJ3199,TJ3549",49,2026-06-07T11:41:37Z,2026-06-17T10:02:27Z,81.74
SN26 8DF,SEPD,"PSI,LV",4,"252482,TH8976,TJ3199,TJ3549",49,2026-06-07T11:41:37Z,2026-06-17T10:02:27Z,81.74
SN26 8AS,SEPD,LV,3,"TH8976,TJ3199,TJ3549",33,2026-06-07T11:41:37Z,2026-06-13T21:43:08Z,81.74
SP5 2BN,SEPD,LV,1,TJ0243,14,2026-06-27T09:50:09Z,2026-06-30T10:05:31Z,72.26
SP5 2BT,SEPD,LV,1,TJ0243,14,2026-06-27T09:50:09Z,2026-06-30T10:05:31Z,72.26
SP5 2BW,SEPD,LV,1,TJ0243,14,2026-06-27T09:50:09Z,2026-06-30T10:05:31Z,72.26
HP13 7EF,SEPD,LV,6,"TJ8185,TK1679,TM2315,TM2316,TM4070,TM8524",137,2026-06-15T07:38:15Z,2026-06-27T11:17:03Z,62.74
SL1 3LH,SEPD,"LV,HV",2,"TJ5002,TN0017",223,2026-06-11T13:45:45Z,2026-06-27T19:02:34Z,55.96
SL1 3PD,SEPD,"LV,HV",2,"TJ5002,TN0017",223,2026-06-11T13:45:45Z,2026-06-27T19:02:34Z,55.96
SL1 3LF,SEPD,LV,1,TJ5002,24,2026-06-11T13:45:45Z,2026-06-13T21:43:08Z,55.96
SL1 3LG,SEPD,LV,1,TJ5002,24,2026-06-11T13:45:45Z,2026-06-13T21:43:08Z,55.96
SL1 3LQ,SEPD,LV,1,TJ5002,24,2026-06-11T13:45:45Z,2026-06-13T21:43:08Z,55.96
SL2 5BL,SEPD,LV,1,TJ5002,24,2026-06-11T13:45:45Z,2026-06-13T21:43:08Z,55.96
SL2 5DL,SEPD,LV,1,TJ5002,24,2026-06-11T13:45:45Z,2026-06-13T21:43:08Z,55.96
HP13 7DZ,SEPD,LV,5,"TJ8185,TK1679,TM2316,TM4070,TM8524",129,2026-06-15T07:38:15Z,2026-06-27T11:17:03Z,54.29
HP13 7EA,SEPD,LV,5,"TJ8185,TK1679,TM2316,TM4070,TM8524",129,2026-06-15T07:38:15Z,2026-06-27T11:17:03Z,54.29
HP13 7EE,SEPD,LV,5,"TJ8185,TK1679,TM2316,TM4070,TM8524",129,2026-06-15T07:38:15Z,2026-06-27T11:17:03Z,54.29
HP13 7EG,SEPD,LV,2,"TM2316,TM8524",48,2026-06-24T18:12:03Z,2026-06-27T11:17:03Z,48.27
RG30 4AY,SEPD,LV,2,"TM7831,TM8194",43,2026-06-26T14:46:38Z,2026-06-27T20:17:28Z,44.25
RG30 4AZ,SEPD,LV,2,"TM7831,TM8194",43,2026-06-26T14:46:38Z,2026-06-27T20:17:28Z,44.25
TW4 7AR,SEPD,"LV,HV",2,"TH1674,TN0728",125,2026-06-02T15:44:16Z,2026-06-28T09:47:12Z,43.68
TW4 7AS,SEPD,"LV,HV",2,"TH1674,TN0728",125,2026-06-02T15:44:16Z,2026-06-28T09:47:12Z,43.68
TW4 7AT,SEPD,"LV,HV",2,"TH1674,TN0728",125,2026-06-02T15:44:16Z,2026-06-28T09:47:12Z,43.68
TW4 7AU,SEPD,"LV,HV",2,"TH1674,TN0728",125,2026-06-02T15:44:16Z,2026-06-28T09:47:12Z,43.68
RG6 3AP,SEPD,LV,4,"TH7408,TJ8157,TJ8158,TK4850",95,2026-06-06T08:11:56Z,2026-06-20T13:46:19Z,40.72
BH24 1JQ,SEPD,"PSI,LV",3,"252242,252245,TJ9224",484,2026-06-14T08:46:48Z,2026-06-16T12:32:38Z,40.03
BH24 3EN,SEPD,"PSI,LV",3,"252242,252245,TJ9224",484,2026-06-14T08:46:48Z,2026-06-16T12:32:38Z,40.03
BH24 3HR,SEPD,"PSI,LV",3,"252242,252245,TJ9224",484,2026-06-14T08:46:48Z,2026-06-16T12:32:38Z,40.03
SL0 0NY,SEPD,"HV,LV",2,"TJ6829,TM0407",20,2026-06-12T17:28:47Z,2026-06-24T11:34:27Z,38.43
RG30 4BA,SEPD,LV,4,"TK4300,TK4540,TM7831,TM8194",72,2026-06-19T16:25:07Z,2026-06-27T20:17:28Z,37.28
UB2 5JU,SEPD,LV,3,"TG9824,TH0318,TM0332",33,2026-06-01T18:50:52Z,2026-06-23T21:04:28Z,36.98
UB2 5LU,SEPD,LV,3,"TG9824,TH0318,TM0332",33,2026-06-01T18:50:52Z,2026-06-23T21:04:28Z,36.98
UB2 5NS,SEPD,LV,3,"TG9824,TH0318,TM0332",33,2026-06-01T18:50:52Z,2026-06-23T21:04:28Z,36.98
PO14 2AD,SEPD,LV,1,TM9212,12,2026-06-27T04:30:11Z,2026-06-28T16:06:31Z,35.61
PO14 2AH,SEPD,LV,1,TM9212,12,2026-06-27T04:30:11Z,2026-06-28T16:06:31Z,35.61
PA78 6SY,SHEPD,HV,1,TM6364,25,2026-06-26T01:38:09Z,2026-06-27T12:47:44Z,35.16
PA78 6TB,SHEPD,HV,1,TM6364,25,2026-06-26T01:38:09Z,2026-06-27T12:47:44Z,35.16
RH20 1EW,SEPD,"PSI,HV,LV",3,"250961,TJ5730,TN0002",62,2026-06-12T03:25:44Z,2026-06-28T21:15:25Z,34.66
RH20 1EH,SEPD,"HV,LV",2,"TJ5730,TN0002",47,2026-06-12T03:25:44Z,2026-06-28T21:15:25Z,34.66
RH20 1EJ,SEPD,"HV,LV",2,"TJ5730,TN0002",47,2026-06-12T03:25:44Z,2026-06-28T21:15:25Z,34.66
RG12 0TR,SEPD,"PSI,LV,HV",6,"251971,TH8459,TJ1146,TM3327,TM5778,TM9018",661,2026-06-06T20:17:04Z,2026-06-27T04:30:11Z,34.2
SL2 5BE,SEPD,LV,1,TN0374,62,2026-06-28T01:58:06Z,2026-06-29T12:05:24Z,34.12
PO20 1PT,SEPD,HV,1,TH8309,101,2026-06-06T18:53:35Z,2026-06-08T04:55:57Z,34.04
SL5 9ND,SEPD,LV,1,TM7021,21,2026-06-26T12:04:15Z,2026-06-27T21:33:44Z,33.49
SL5 9PN,SEPD,LV,1,TM7021,21,2026-06-26T12:04:15Z,2026-06-27T21:33:44Z,33.49
SL5 9PT,SEPD,LV,1,TM7021,21,2026-06-26T12:04:15Z,2026-06-27T21:33:44Z,33.49
SL5 9PW,SEPD,LV,1,TM7021,21,2026-06-26T12:04:15Z,2026-06-27T21:33:44Z,33.49
SL5 9TT,SEPD,LV,1,TM7021,21,2026-06-26T12:04:15Z,2026-06-27T21:33:44Z,33.49
RG12 0TL,SEPD,LV,3,"TH7456,TH9392,TK9264",102,2026-06-06T08:11:56Z,2026-06-24T13:52:53Z,32.73
RG12 0UD,SEPD,LV,3,"TH7456,TH9392,TK9264",102,2026-06-06T08:11:56Z,2026-06-24T13:52:53Z,32.73
RG12 0UN,SEPD,LV,3,"TH7456,TH9392,TK9264",102,2026-06-06T08:11:56Z,2026-06-24T13:52:53Z,32.73
RG12 0UP,SEPD,LV,3,"TH7456,TH9392,TK9264",102,2026-06-06T08:11:56Z,2026-06-24T13:52:53Z,32.73
RG6 3AR,SEPD,LV,3,"TJ8157,TJ8158,TK4850",64,2026-06-14T22:38:46Z,2026-06-20T13:46:19Z,30.03
RG6 3AS,SEPD,LV,3,"TJ8157,TJ8158,TK4850",64,2026-06-14T22:38:46Z,2026-06-20T13:46:19Z,30.03
RG6 3AX,SEPD,LV,3,"TJ8157,TJ8158,TK4850",64,2026-06-14T22:38:46Z,2026-06-20T13:46:19Z,30.03
RG6 3AY,SEPD,LV,3,"TJ8157,TJ8158,TK4850",64,2026-06-14T22:38:46Z,2026-06-20T13:46:19Z,30.03
RG12 0TY,SEPD,"PSI,LV",5,"251971,TH8459,TJ1146,TM3327,TM5778",375,2026-06-06T20:17:04Z,2026-06-26T14:46:38Z,29.99
RG12 0TZ,SEPD,"PSI,LV",5,"251971,TH8459,TJ1146,TM3327,TM5778",375,2026-06-06T20:17:04Z,2026-06-26T14:46:38Z,29.99
SO22 5AY,SEPD,LV,2,"TM1899,TM9636",69,2026-06-24T18:12:03Z,2026-06-27T21:33:44Z,29.26
GU24 8AA,SEPD,LV,1,TG9929,13,2026-06-01T18:50:52Z,2026-06-03T00:01:44Z,29.18
GU24 8AE,SEPD,LV,1,TG9929,13,2026-06-01T18:50:52Z,2026-06-03T00:01:44Z,29.18
GU24 8AF,SEPD,LV,1,TG9929,13,2026-06-01T18:50:52Z,2026-06-03T00:01:44Z,29.18
GU24 8AQ,SEPD,LV,1,TG9929,13,2026-06-01T18:50:52Z,2026-06-03T00:01:44Z,29.18
RG7 1AE,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1AJ,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1AL,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1AP,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1AQ,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1AZ,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1DY,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1HQ,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1RR,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1SR,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
RG7 1YD,SEPD,LV,3,"TK8668,TK8853,TK9487",150,2026-06-23T05:47:19Z,2026-06-24T13:52:53Z,29.04
BH24 3DY,SEPD,PSI,4,"252235,252238,252242,252245",554,2026-06-14T08:46:48Z,2026-06-16T12:32:38Z,27.78
BH24 1QR,SEPD,PSI,3,"252235,252242,252245",531,2026-06-14T08:46:48Z,2026-06-15T13:39:15Z,27.78
BH24 1QU,SEPD,PSI,3,"252235,252242,252245",531,2026-06-14T08:46:48Z,2026-06-15T13:39:15Z,27.78
BH24 3DR,SEPD,PSI,3,"252235,252242,252245",531,2026-06-14T08:46:48Z,2026-06-15T13:39:15Z,27.78
BH24 3DU,SEPD,PSI,3,"252235,252242,252245",531,2026-06-14T08:46:48Z,2026-06-15T13:39:15Z,27.78
BH24 3EL,SEPD,PSI,3,"252235,252242,252245",531,2026-06-14T08:46:48Z,2026-06-15T13:39:15Z,27.78
RG30 4AD,SEPD,LV,2,"TK4300,TM8194",59,2026-06-19T16:25:07Z,2026-06-27T20:17:28Z,27.41
RG30 4AR,SEPD,LV,2,"TK4300,TM8194",59,2026-06-19T16:25:07Z,2026-06-27T20:17:28Z,27.41
RG30 4AS,SEPD,LV,2,"TK4300,TM8194",59,2026-06-19T16:25:07Z,2026-06-27T20:17:28Z,27.41
